Number,Registration,Details,Product,Odometer,Distance,Unit,MPG
4475,LS69BZM,  3 Axle RCV,Diesel,4551,3009,Kilometres,2.8
4475D,YK59HXX,Mercedes Econic 3 Axle Bin,Diesel,186101,12804,Kilometres,3.15
4476,LS69WNV,  3 Axle RCV,Diesel,3151,2179,Kilometres,2.1
4476D,YK59HYA,Mercedes Econic 3 Axle Bin,Diesel,186602,12406,Kilometres,3.39
4477,LS69WNX,  3 Axle RCV,Diesel,3304,1776,Kilometres,1.42
4477D,YK59HXY,Mercedes Econic 3 Axle Bin,Diesel,176960,9744,Kilometres,3.28
4478,LS69JZU,  3 Axle RCV,Diesel,4189,2956,Kilometres,3.19
4478D,YK59HXZ,Mercedes Econic 3 Axle Bin,Diesel,162646,10518,Kilometres,3.24
4479,LS69JXG,  3 Axle RCV,Diesel,3349,2606,Kilometres,2.05
4480,LS69BZN,  3 Axle RCV,Diesel,4326,3565,Kilometres,2.62
4480D,YK59HYF,Mercedes Econic 3 Axle Bin,Diesel,171463,11998,Kilometres,3.08
